score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★☆,4,Agent(e) Opérations Navire,Romeu,Logistique & Supply Chain,Logistique & Achats,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-05-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-e-op%C3%A9rations-navire-at-romeu-4417652443?position=49&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=3jz5S34BOxrbHK3kZgeDmQ%3D%3D,Mid-Senior level,"Transportation, Logistics, Supply Chain and Storage and Maritime Transportation",2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Agent de liaison des Volontaires - Cote d'Ivore,CorpsAfrica,Autres métiers,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-de-liaison-des-volontaires-cote-d-ivore-at-corpsafrica-4424848651?position=41&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=RXKD6uU4hB8xH98iRuPdDA%3D%3D,Not Applicable,"Wireless Services, Telecommunications, and Communications Equipment Manufacturing",2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Agent comptable,Muso,Comptabilité,Finance & Banque,Confirmé,Côte d'Ivoire,Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-comptable-at-muso-4422784369?position=3&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=gYTYZ0V39tDYU8eRpqlDWA%3D%3D,Not Applicable,Non-profit Organizations,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,Agent Call Center H/F,Entreprise anonyme,Relation Client & Support,Relation Client & BPO,Confirmé,Côte d'ivoire,,15 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136659-agent-call-center-h-f,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,ASSISTANTE DE DIRECTION,,Administration & Assistanat,Administration,Confirmé,Côte d'Ivoire,,19/06/2026,05/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151390-assistante-de-direction.html,,,2026-06-19,2026-06-22,archive,date limite dépassée (05/07/2026)
★★★★☆,4,AI Content Reviewer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-content-reviewer-talent-pool-at-mass-markets-4425309411?position=9&pageNum=22&refId=5tgOy30jKZB74f%2FzYQeF6g%3D%3D&trackingId=HNBPing5MyyVr3i8EwKiag%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,AI Chatbot Tester - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-chatbot-tester-talent-pool-at-mass-markets-4424899689?position=4&pageNum=25&refId=fG%2BoHAdYwVV9P%2FZJpiY%2FGw%3D%3D&trackingId=Ckvwz4G%2BCzZZiiTqh7i0ew%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,(02) Assistants M.E.A.L,Save the Children International,Administration & Assistanat,Administration,Confirmé,Côte d'Ivoire,Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/02-assistants-m-e-a-l-at-save-the-children-international-4427544946?position=4&pageNum=35&refId=BKwYJrR2o1JytbXQBAYufg%3D%3D&trackingId=4sfe8OkOXfU3dGwM5Pr%2FTw%3D%3D,Not Applicable,Administrative and Support Services,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,𝐀𝐬𝐬𝐢𝐬𝐭𝐚𝐧𝐭(𝐞) 𝐓𝐞𝐜𝐡𝐧𝐢𝐪𝐮𝐞,AY Solutions Academy,Administration & Assistanat,Administration,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/%F0%9D%90%80%F0%9D%90%AC%F0%9D%90%AC%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%AD-%F0%9D%90%9E-%F0%9D%90%93%F0%9D%90%9E%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A7%F0%9D%90%A2%F0%9D%90%AA%F0%9D%90%AE%F0%9D%90%9E-at-ay-solutions-academy-4429976660?position=1&pageNum=20&refId=n%2FPpngtq3oBRJvrVZN05TQ%3D%3D&trackingId=mlFd5UhCAjvyLQv%2Bg1CEzA%3D%3D,Not Applicable,Professional Training and Coaching,2026-06-19,2026-06-19,archive,retirée de la source
★★★☆☆,3,[Consultancy] Consultant(e) ou Équipe de Consultation – Évaluation Finale Combinée (Endline & Outcome Harvesting),World University Service of Canada (WUSC - EUMC),"Conseil, Expertise & Stratégie",Autres / Généraliste,Confirmé,"Abidjan, Côte d'Ivoire",Contract,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/consultancy-consultant-e-ou-%C3%A9quipe-de-consultation-%E2%80%93-%C3%A9valuation-finale-combin%C3%A9e-endline-outcome-harvesting-at-world-university-service-of-canada-wusc-eumc-4429324133?position=1&pageNum=25&refId=XmR6VEOSL8ZBE2rYmcH9oQ%3D%3D&trackingId=IFCYFHF5RgEt4BC%2ByPCOKg%3D%3D,Not Applicable,International Trade and Development,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Visiteur pharmacie - parapharmacie,AT AGENCY,Santé & Médical,Santé & Pharma,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/visiteur-pharmacie-parapharmacie-at-at-agency-4428851736?position=7&pageNum=50&refId=U0A8RKP3duCZc1KvWdofhA%3D%3D&trackingId=1x%2FWlPUYPaTFjJmJQ8tfnQ%3D%3D,Entry level,Business Consulting and Services,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Virtual Customer Support Agent (French/English) – 100% Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/virtual-customer-support-agent-french-english-%E2%80%93-100%25-remote-at-talentpop-app-4427310991?position=7&pageNum=22&refId=LnEYYo%2F3wGaKw6fbKauIhg%3D%3D&trackingId=5%2F38mYzDUdhNwrhN1xwJlQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,UN (1) RESPONSABLE INGENIERIE – TECHNIQUE & CONSTRUCTION - H/F,AGILOYA AFRIQUE,BTP & Construction,BTP & Construction,Senior,"Azaguié, Lagunes, Côte d'Ivoire",Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/un-1-responsable-ingenierie-%E2%80%93-technique-construction-h-f-at-agiloya-afrique-4426198336?position=4&pageNum=10&refId=IUk2GoMCUGDaXVLEYtfYBQ%3D%3D&trackingId=HencH0pa4JBKLSVz33tNkg%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Técnico de Sinalização,STECONFER,Ingénierie & Technique,Logistique & Achats,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/t%C3%A9cnico-de-sinaliza%C3%A7%C3%A3o-at-steconfer-4426362026?position=10&pageNum=40&refId=0t%2BarYszU%2B01E9QqcYkAiA%3D%3D&trackingId=AjrtkMCxltkCINUnl1Yikw%3D%3D,Mid-Senior level,Rail Transportation and Construction,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Transport Governance & Coordination Expert (TL),NTU International A/S,"Conseil, Expertise & Stratégie",Logistique & Achats,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-05-21,,,LinkedIn,https://ci.linkedin.com/jobs/view/transport-governance-coordination-expert-tl-at-ntu-international-a-s-4417486451?position=10&pageNum=37&refId=dDMQ1j0fqg29DQNaxSNdZw%3D%3D&trackingId=sLnKjpT7ORjW%2FQlTNVSduA%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Technical Director,Tangent International,Direction & Management,Tech & Digital,Manager/Direction,"Abidjan, Côte d'Ivoire",Contract,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/technical-director-at-tangent-international-4425775451?position=8&pageNum=15&refId=ugxnK3paDB%2Fto1KW%2F3k4RQ%3D%3D&trackingId=mopwd8aqBSGTVOlHe3KejA%3D%3D,Director,Telecommunications,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,TECHNICIEN AUTOMOBILE H/F,AY Solutions Academy,Ingénierie & Technique,Ingénierie & Industrie,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/technicien-automobile-h-f-at-ay-solutions-academy-4429974707?position=31&pageNum=0&refId=lKM8VaauXP6ZjyXiBOgYOw%3D%3D&trackingId=AQE21jCFmIR2cQvPbKedIQ%3D%3D,Not Applicable,Professional Training and Coaching,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Superviseur - Ligne de moteur (2e quart) / Team Leader - Engine Lines (2nd shift),Rolls-Royce,Opérations & Supervision,Autres / Généraliste,Senior,Côte d'Ivoire,Full-time,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/superviseur-ligne-de-moteur-2e-quart-team-leader-engine-lines-2nd-shift-at-rolls-royce-4425629151?position=3&pageNum=32&refId=J6TsznqCmobEXGRZX8e0rg%3D%3D&trackingId=3U0o08EcH42Ut0yCbSYqSg%3D%3D,Not Applicable,Industrial Machinery Manufacturing,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Stagiaire Spécialiste Dépenses (MJ001936),Sunda International,Autres métiers,Autres / Généraliste,Stage,Côte d'Ivoire,Internship,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-sp%C3%A9cialiste-d%C3%A9penses-mj001936-at-sunda-international-4430929941?position=7&pageNum=40&refId=0t%2BarYszU%2B01E9QqcYkAiA%3D%3D&trackingId=VJ0vZ%2BWVSqaO789tY%2Bi%2FLA%3D%3D,Internship,"International Trade and Development, Personal Care Product Manufacturing, and Household and Institutional Furniture Manufacturing",2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,"Stagiaire Monitoring, Evaluation, Accountability and Learning",Save the Children Colombia Oficial,Autres métiers,Commerce & Vente,Stage,Côte d'Ivoire,Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-monitoring-evaluation-accountability-and-learning-at-save-the-children-colombia-oficial-4423695669?position=10&pageNum=12&refId=KI%2B44Mn84HmKCUXUkCekuA%3D%3D&trackingId=IN8u%2F3R%2BmVWvDBG5%2FdMGoA%3D%3D,Not Applicable,Civic and Social Organizations,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Stagiaire Appui aux opérations et Anticipation (H/F),Expertise France,Opérations & Supervision,Administration,Stage,"Abidjan, Côte d'Ivoire",Internship,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-appui-aux-op%C3%A9rations-et-anticipation-h-f-at-expertise-france-4428223986?position=3&pageNum=40&refId=0t%2BarYszU%2B01E9QqcYkAiA%3D%3D&trackingId=ih6uAjEuSQ4MxInCVD79tw%3D%3D,Internship,International Trade and Development and Government Administration,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Stagiaire Agronome,Save the Children Colombia Oficial,Ingénierie & Technique,Autres / Généraliste,Stage,Côte d'Ivoire,Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-agronome-at-save-the-children-colombia-oficial-4423699666?position=43&pageNum=0&refId=lKM8VaauXP6ZjyXiBOgYOw%3D%3D&trackingId=9mBiv1iLqJUNu5L%2FdCNhvA%3D%3D,Not Applicable,Civic and Social Organizations,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Spécialiste Bilingue (Français/Anglais) du Support Client — Voix et Chat,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-01,,,LinkedIn,https://ci.linkedin.com/jobs/view/sp%C3%A9cialiste-bilingue-fran%C3%A7ais-anglais-du-support-client-%E2%80%94-voix-et-chat-at-talentpop-app-4418756107?position=4&pageNum=25&refId=XmR6VEOSL8ZBE2rYmcH9oQ%3D%3D&trackingId=4jgAYINP%2BNo4wfw06ijVUQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Social media manager / content creator,Odixcity Consulting,Communication & Contenu,Marketing & Communication,Senior,Côte d'Ivoire,Full-time,2026-05-22,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/social-media-manager-content-creator-at-odixcity-consulting-4418420532?position=56&pageNum=0&refId=lKM8VaauXP6ZjyXiBOgYOw%3D%3D&trackingId=OoQOaelAvfLjkROX8%2BNvbw%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Senior Transport Legal Reform Expert,NTU International A/S,Juridique & Conformité,Logistique & Achats,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-transport-legal-reform-expert-at-ntu-international-a-s-4426335516?position=4&pageNum=47&refId=c%2Bw0LGE6s%2F0VRPT6tTak6A%3D%3D&trackingId=t6IZXqJevHnRTMYJQVyotA%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior Road Safety Campaigns / Vulnerable Users Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Ingénierie & Industrie,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-road-safety-campaigns-vulnerable-users-expert-at-ntu-international-a-s-4428832746?position=3&pageNum=45&refId=%2Fa0uy%2FKAiNpW85%2BMe1q7ZQ%3D%3D&trackingId=xNLgyq1RLj1LEkc8%2FNE3tw%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior Road Maintenance Fund Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Ingénierie & Industrie,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-road-maintenance-fund-expert-at-ntu-international-a-s-4424759471?position=1&pageNum=50&refId=U0A8RKP3duCZc1KvWdofhA%3D%3D&trackingId=5a1Td%2F%2FTe1ySWZasjHYfxQ%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior Production Engineer,Eni,Ingénierie & Technique,Ingénierie & Industrie,Senior,"Abidjan, Côte d'Ivoire",Contract,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-production-engineer-at-eni-4425476942?position=5&pageNum=12&refId=KI%2B44Mn84HmKCUXUkCekuA%3D%3D&trackingId=jVPoIHlKWw1FrSrgqGiZ2g%3D%3D,Mid-Senior level,"Oil and Gas and Oil, Gas, and Mining",2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,"Senior Modélisation financière, évaluation et M&A F/H",Deloitte,Finance & Contrôle de gestion,Finance & Banque,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-14,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-mod%C3%A9lisation-financi%C3%A8re-%C3%A9valuation-et-m-a-f-h-at-deloitte-4359181963?position=7&pageNum=45&refId=%2Fa0uy%2FKAiNpW85%2BMe1q7ZQ%3D%3D&trackingId=jXinzhoyhmMQNgLV1ZU47Q%3D%3D,Not Applicable,Business Consulting and Services,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Senior Infrastructure Project Preparation Expert,NTU International A/S,"DevOps, Infra & Réseau",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-infrastructure-project-preparation-expert-at-ntu-international-a-s-4423382993?position=3&pageNum=42&refId=hVzOCvL4EyrogLzNSNiTsw%3D%3D&trackingId=Gwpij7i0BkdoKzlqmT%2BxyA%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Senior Green Logistics / Low-Emission Transport Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Logistique & Achats,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-green-logistics-low-emission-transport-expert-at-ntu-international-a-s-4429249506?position=6&pageNum=32&refId=J6TsznqCmobEXGRZX8e0rg%3D%3D&trackingId=TbLxJs7662dZqw8p%2F8cZwg%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior Director Commerical and Money Movement Solutions - WCA,Visa,Direction & Management,Tech & Digital,Manager/Direction,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-director-commerical-and-money-movement-solutions-wca-at-visa-4416147927?position=2&pageNum=47&refId=c%2Bw0LGE6s%2F0VRPT6tTak6A%3D%3D&trackingId=%2FX3H0lfD27Z9Yup%2FZcE8jQ%3D%3D,Director,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior Database Geologist,Endeavour Mining,"DevOps, Infra & Réseau",Tech & Digital,Senior,"Zouan-Hounien, Montagnes, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-database-geologist-at-endeavour-mining-4426846432?position=8&pageNum=35&refId=sdl2kxB4EyFc5hadw3s7qQ%3D%3D&trackingId=88VZ%2FpMru6GCmCt23TnxcA%3D%3D,Associate,Mining,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Senior Climate Screening / E&S Safeguards Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-climate-screening-e-s-safeguards-expert-at-ntu-international-a-s-4424163205?position=3&pageNum=47&refId=c%2Bw0LGE6s%2F0VRPT6tTak6A%3D%3D&trackingId=e3bQfyRqqJ95opbbePy1jQ%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,"Senior Advisor, Child Protection (French Speaker)",Save the Children International,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-advisor-child-protection-french-speaker-at-save-the-children-international-4429906169?position=2&pageNum=45&refId=%2Fa0uy%2FKAiNpW85%2BMe1q7ZQ%3D%3D&trackingId=Zws4lexlr9uo2mAIdQK7lw%3D%3D,Associate,"Civic and Social Organizations, Non-profit Organizations, and Philanthropic Fundraising Services",2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Senior AI Prompt Engineer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-ai-prompt-engineer-talent-pool-at-mass-markets-4424892748?position=8&pageNum=47&refId=c%2Bw0LGE6s%2F0VRPT6tTak6A%3D%3D&trackingId=voSoCiKod%2BkoDKu3uezQuQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Sales Specialist,Yango,Commercial & Vente,Commerce & Vente,Junior,Côte d'Ivoire,Contract,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-specialist-at-yango-4424586380?position=1&pageNum=17&refId=rtIUrBwJuVDuxSBp%2BhviOA%3D%3D&trackingId=MPm%2Fw5YKVoRrV704FSvbcw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★☆☆,3,Sales Representative Power,BIA GROUP,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-representative-power-at-bia-group-4420721853?position=5&pageNum=10&refId=IUk2GoMCUGDaXVLEYtfYBQ%3D%3D&trackingId=CV%2FVj7dAcmL2FVBKJZWSDA%3D%3D,Not Applicable,Machinery Manufacturing,2026-06-19,2026-06-19,archive,retirée de la source
★★★☆☆,3,Sales Development Representative,Odixcity Consulting,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,Full-time,2026-05-22,,"$18,000.00/yr - $24,000.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/sales-development-representative-at-odixcity-consulting-4418414845?position=7&pageNum=7&refId=vY39cRFYpolMjMkfq9nbJQ%3D%3D&trackingId=WViRZYAJr4VFQOeK%2BVqvVw%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,SVN-CI-05-2026_1 Associé(e) Senior aux Opérations de Mouvement (Appui Terrain)_G.6),IOM - UN Migration,Opérations & Supervision,Autres / Généraliste,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/svn-ci-05-2026-1-associ%C3%A9-e-senior-aux-op%C3%A9rations-de-mouvement-appui-terrain-g-6-at-iom-un-migration-4428866174?position=9&pageNum=42&refId=hVzOCvL4EyrogLzNSNiTsw%3D%3D&trackingId=x2lHwsP30e557iNBShk1fQ%3D%3D,Not Applicable,International Affairs,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,SUPERVISEUR CHANTIERS,,Opérations & Supervision,BTP & Construction,Senior,Côte d'Ivoire,,19/06/2026,27/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151381-superviseur-chantiers.html,,,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,Responsable Analyse de marché et Relations Investisseurs - Ecobank Côte d'ivoire,Ecobank Transnational Incorporated,Finance & Contrôle de gestion,Finance & Banque,Senior,Côte d'Ivoire,Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-analyse-de-march%C3%A9-et-relations-investisseurs-ecobank-c%C3%B4te-d-ivoire-at-ecobank-transnational-incorporated-4426968210?position=8&pageNum=37&refId=dDMQ1j0fqg29DQNaxSNdZw%3D%3D&trackingId=JxeNC6%2F%2BoKm%2FfWoggs8a1A%3D%3D,Not Applicable,Financial Services,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Resources Assistant Intern,SLB,Administration & Assistanat,Administration,Stage,"Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/resources-assistant-intern-at-slb-4426409688?position=6&pageNum=7&refId=vY39cRFYpolMjMkfq9nbJQ%3D%3D&trackingId=9wZ1JNLAaxwofCsMFt2yQw%3D%3D,Not Applicable,Oil and Gas,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Représentant(e) du Service à la Clientèle Bilingue (Français/Anglais) — Télétravail,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-e-du-service-%C3%A0-la-client%C3%A8le-bilingue-fran%C3%A7ais-anglais-%E2%80%94-t%C3%A9l%C3%A9travail-at-talentpop-app-4427883550?position=9&pageNum=30&refId=OGrOQN52F5Hg8qhsquaUlg%3D%3D&trackingId=s9eBmzm4c1hnr4v3%2BulEQA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4426489065?position=10&pageNum=25&refId=XmR6VEOSL8ZBE2rYmcH9oQ%3D%3D&trackingId=KShhOyAMnEZleSlYz2otrw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★☆☆☆,2,Rejoignez l'élite du support client bilingue (Français/Anglais) – 100 % Télétravail !,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/rejoignez-l-%C3%A9lite-du-support-client-bilingue-fran%C3%A7ais-anglais-%E2%80%93-100-%25-t%C3%A9l%C3%A9travail-%21-at-talentpop-app-4419244507?position=1&pageNum=22&refId=LnEYYo%2F3wGaKw6fbKauIhg%3D%3D&trackingId=sfuG0wdvyRHeqPpFcCZ2wg%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★★☆,4,Regional Sales Manager,Zoomlion,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/regional-sales-manager-at-zoomlion-4422950994?position=2&pageNum=12&refId=KI%2B44Mn84HmKCUXUkCekuA%3D%3D&trackingId=GGPvtZf0Lg3P%2Br4rzhHDMA%3D%3D,Mid-Senior level,"Automation Machinery Manufacturing, Industrial Machinery Manufacturing, and Mining",2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,"Regional Regulatory Affairs & Compliance Specialist (West Africa), Fintech",Optasia,Juridique & Conformité,Juridique,Senior,"Abidjan, Côte d'Ivoire",Contract,2026-05-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/regional-regulatory-affairs-compliance-specialist-west-africa-fintech-at-optasia-4419411037?position=5&pageNum=7&refId=vY39cRFYpolMjMkfq9nbJQ%3D%3D&trackingId=fxAbDire4i43%2F7LzTOGQRQ%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-19,2026-06-19,archive,retirée de la source
★★★★★,5,RESPONSABLE RESSOURCES HUMAINES ET JURIDIQUE,,Ressources Humaines,Ressources Humaines,Senior,Côte d'Ivoire,,19/06/2026,27/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151380-responsable-ressources-humaines-et-juridique.html,,,2026-06-19,2026-06-19,archive,retirée de la source
